(Asia,{
(1840-12-01,-6.992000000000001,1.39,Asia),
(1841-01-01,-9.532,1.403,Asia),
(1841-02-01,-5.747999999999998,1.3130000000000002,Asia),
(1841-03-01,-1.757,1.347,Asia),
(1841-04-01,6.395,1.511,Asia),
(1841-05-01,13.848,0.905,Asia),
(1841-06-01,18.886000000000006,0.994,Asia),
(1841-07-01,21.594,0.993,Asia),
(1841-08-01,19.691,1.133,Asia),
(1841-09-01,13.907,0.933,Asia),
(1841-10-01,7.682999999999999,1.05,Asia),
(1841-11-01,-1.123,1.254,Asia),
(1841-12-01,-6.55,1.125,Asia),
(1842-01-01,-8.109,1.4280000000000002,Asia),
(1842-02-01,-4.829,1.311,Asia),
(1842-03-01,1.4909999999999999,1.362,Asia),
(1842-04-01,7.821999999999999,1.134,Asia),
(1842-05-01,13.573,0.945,Asia),
(1842-06-01,18.269,0.981,Asia),
(1842-07-01,20.401,0.805,Asia),
(1842-08-01,19.051,1.055,Asia),
(1842-09-01,14.003,1.028,Asia),
(1842-10-01,7.057999999999999,0.856,Asia),
(1842-11-01,-0.18899999999999997,1.205,Asia),
(1842-12-01,-4.878,1.295,Asia),
(1843-01-01,-6.66,1.295,Asia),
(1843-02-01,-2.801,1.225,Asia),
(1843-03-01,1.203,1.204,Asia),
(1843-04-01,7.4670000000000005,0.918,Asia),
(1843-05-01,13.210999999999999,0.82,Asia),
(1843-06-01,18.512,0.87,Asia),
(1843-07-01,21.017,0.95,Asia),
(1843-08-01,19.221,1.057,Asia),
(1843-09-01,14.434,0.7829999999999999,Asia),
(1843-10-01,7.979999999999999,0.948,Asia),
(1843-11-01,-0.4229999999999999,0.884,Asia),
(1843-12-01,-4.651,1.325,Asia),
(1844-01-01,-6.744,1.198,Asia),
(1844-02-01,-6.013,0.966,Asia),
(1844-03-01,0.9179999999999999,1.135,Asia),
(1844-04-01,6.722,0.999,Asia),
(1844-05-01,13.517999999999999,0.902,Asia),
(1844-06-01,18.746,0.787,Asia),
(1844-07-01,20.803,0.88,Asia),
(1844-08-01,19.28,1.362,Asia),
(1844-09-01,14.008,0.8320000000000001,Asia),
(1844-10-01,7.5459999999999985,0.807,Asia),
(1844-11-01,-1.183,0.91,Asia),
(1844-12-01,-7.678999999999999,0.921,Asia),
(1845-01-01,-7.294,1.21,Asia),
(1845-02-01,-6.749,1.547,Asia),
(1845-03-01,0.348,0.988,Asia),
(1845-04-01,7.604999999999999,1.029,Asia),
(1845-05-01,13.74,0.885,Asia),
(1845-06-01,18.790000000000006,0.941,Asia),
(1845-07-01,21.046,0.899,Asia),
(1845-08-01,19.355,0.971,Asia),
(1845-09-01,14.407,0.918,Asia),
(1845-10-01,6.841999999999999,0.996,Asia),
(1845-11-01,-0.5259999999999999,1.206,Asia),
(1845-12-01,-7.369,1.399,Asia),
(1846-01-01,-6.882999999999999,2.106,Asia),
(1846-02-01,-4.146,1.3730000000000002,Asia),
(1846-03-01,1.975,1.266,Asia),
(1846-04-01,6.77,1.1909999999999998,Asia),
(1846-05-01,13.848,1.193,Asia),
(1846-06-01,19.255000000000006,1.361,Asia),
(1846-07-01,21.777,1.228,Asia),
(1846-08-01,19.752,1.098,Asia),
(1846-09-01,14.602,1.325,Asia),
(1846-10-01,6.962999999999999,0.907,Asia),
(1846-11-01,-0.735,1.178,Asia),
(1846-12-01,-4.901,1.151,Asia),
(1847-01-01,-7.1450000000000005,2.292,Asia),
(1847-02-01,-4.394,1.092,Asia),
(1847-03-01,-0.6480000000000001,1.515,Asia),
(1847-04-01,7.523999999999999,1.09,Asia),
(1847-05-01,13.508,0.915,Asia),
(1847-06-01,18.442,1.114,Asia),
(1847-07-01,21.088,1.017,Asia),
(1847-08-01,19.401,1.054,Asia),
(1847-09-01,14.843,0.989,Asia),
(1847-10-01,7.438999999999999,0.871,Asia),
(1847-11-01,0.626,1.033,Asia),
(1847-12-01,-7.662999999999999,1.158,Asia),
(1848-01-01,-10.071000000000002,1.259,Asia),
(1848-02-01,-3.912,1.405,Asia),
(1848-03-01,0.53,1.045,Asia),
(1848-04-01,7.5760000000000005,1.104,Asia),
(1848-05-01,13.465,1.134,Asia),
(1848-06-01,18.798,1.422,Asia),
(1848-07-01,21.26,1.128,Asia),
(1848-08-01,19.219,1.168,Asia),
(1848-09-01,14.293,0.916,Asia),
(1848-10-01,7.516999999999999,0.8029999999999999,Asia),
(1848-11-01,-0.191,0.924,Asia),
(1848-12-01,-6.339,1.227,Asia),
(1849-01-01,-7.04,1.234,Asia),
(1849-02-01,-4.33,1.232,Asia),
(1849-03-01,1.679,1.1909999999999998,Asia),
(1849-04-01,6.839,1.382,Asia),
(1849-05-01,13.107000000000001,0.804,Asia),
(1849-06-01,18.717,1.197,Asia),
(1849-07-01,21.053,0.8740000000000001,Asia),
(1849-08-01,19.555999999999997,0.91,Asia),
(1849-09-01,13.904000000000002,0.871,Asia),
(1849-10-01,7.9769999999999985,0.91,Asia),
(1849-11-01,0.162,1.264,Asia),
(1849-12-01,-7.303999999999999,1.028,Asia),
(1850-01-01,-9.806,1.251,Asia),
(1850-02-01,-4.6160000000000005,1.235,Asia),
(1850-03-01,1.219,1.091,Asia),
(1850-04-01,6.8039999999999985,0.973,Asia),
(1850-05-01,13.011,0.872,Asia),
(1850-06-01,18.441000000000006,0.89,Asia),
(1850-07-01,21.122,0.83,Asia),
(1850-08-01,19.666,0.866,Asia),
(1850-09-01,14.344,0.777,Asia),
(1850-10-01,6.344999999999999,0.757,Asia),
(1850-11-01,-1.5,0.927,Asia),
(1850-12-01,-5.989,1.114,Asia),
(1851-01-01,-7.631,0.992,Asia),
(1851-02-01,-5.327000000000001,0.945,Asia),
(1851-03-01,-0.916,1.029,Asia),
(1851-04-01,6.031000000000001,0.8079999999999999,Asia),
(1851-05-01,14.565,0.955,Asia),
(1851-06-01,19.290000000000006,1.013,Asia),
(1851-07-01,21.423000000000002,0.966,Asia),
(1851-08-01,19.843,1.021,Asia),
(1851-09-01,14.847000000000001,0.853,Asia),
(1851-10-01,7.697999999999999,0.974,Asia),
(1851-11-01,-0.908,0.861,Asia),
(1851-12-01,-5.3279999999999985,1.157,Asia),
(1852-01-01,-7.452999999999999,1.182,Asia),
(1852-02-01,-6.193,1.092,Asia),
(1852-03-01,-0.75,1.131,Asia),
(1852-04-01,6.9289999999999985,1.287,Asia),
(1852-05-01,14.470999999999998,0.8,Asia),
(1852-06-01,18.779,0.868,Asia),
(1852-07-01,21.049,0.916,Asia),
(1852-08-01,18.899,0.979,Asia),
(1852-09-01,14.530999999999999,0.8190000000000001,Asia),
(1852-10-01,7.640999999999999,0.929,Asia),
(1852-11-01,-1.5730000000000002,0.945,Asia),
(1852-12-01,-4.825,1.3219999999999998,Asia),
(1853-01-01,-8.575,0.988,Asia),
(1853-02-01,-6.603,0.997,Asia),
(1853-03-01,-0.16700000000000004,0.967,Asia),
(1853-04-01,6.555999999999999,0.979,Asia),
(1853-05-01,14.155,0.778,Asia),
(1853-06-01,19.014000000000006,0.779,Asia),
(1853-07-01,21.606,0.764,Asia),
(1853-08-01,20.037,0.773,Asia),
(1853-09-01,14.683,0.773,Asia),
(1853-10-01,7.491999999999999,0.823,Asia),
(1853-11-01,-1.091,0.922,Asia),
(1853-12-01,-5.948,0.8809999999999999,Asia),
(1854-01-01,-8.64,1.175,Asia),
(1854-02-01,-6.112,1.195,Asia),
(1854-03-01,0.6300000000000001,0.954,Asia),
(1854-04-01,7.332999999999998,0.8690000000000001,Asia),
(1854-05-01,14.537,0.865,Asia),
(1854-06-01,18.326,0.804,Asia),
(1854-07-01,21.438000000000002,0.872,Asia),
(1854-08-01,19.886,0.853,Asia),
(1854-09-01,14.704,0.831,Asia),
(1854-10-01,9.152000000000001,1.013,Asia),
(1854-11-01,0.29700000000000004,1.027,Asia),
(1854-12-01,-5.0379999999999985,1.223,Asia),
(1855-01-01,-6.801,1.278,Asia),
(1855-02-01,-4.001,1.279,Asia),
(1855-03-01,0.76,1.12,Asia),
(1855-04-01,9.186,1.041,Asia),
(1855-05-01,14.901,0.882,Asia),
(1855-06-01,19.129,0.972,Asia),
(1855-07-01,20.597,0.931,Asia),
(1855-08-01,19.718,0.8690000000000001,Asia),
(1855-09-01,14.215,0.825,Asia),
(1855-10-01,7.417999999999998,1.02,Asia),
(1855-11-01,-0.728,1.048,Asia),
(1855-12-01,-7.056,1.8,Asia),
(1856-01-01,-6.917000000000001,1.308,Asia),
(1856-02-01,-6.484,1.114,Asia),
(1856-03-01,-0.17599999999999993,1.039,Asia),
(1856-04-01,7.13,1.034,Asia),
(1856-05-01,13.691,1.217,Asia),
(1856-06-01,19.135,1.3230000000000002,Asia),
(1856-07-01,21.177,0.889,Asia),
(1856-08-01,19.095,1.092,Asia),
(1856-09-01,13.98,0.99,Asia),
(1856-10-01,6.704999999999999,0.9,Asia),
(1856-11-01,-0.365,1.036,Asia),
(1856-12-01,-5.033,1.225,Asia),
(1857-01-01,-7.625,1.5019999999999998,Asia),
(1857-02-01,-6.189,1.5730000000000002,Asia),
(1857-03-01,0.0,1.151,Asia),
(1857-04-01,6.502000000000001,1.037,Asia),
(1857-05-01,12.939,0.946,Asia),
(1857-06-01,18.075000000000006,0.868,Asia),
(1857-07-01,20.639,0.893,Asia),
(1857-08-01,19.184,1.082,Asia),
(1857-09-01,14.056,0.944,Asia),
(1857-10-01,6.749999999999999,1.036,Asia),
(1857-11-01,-0.946,1.1840000000000002,Asia),
(1857-12-01,-5.747000000000001,1.321,Asia),
(1858-01-01,-7.065,1.922,Asia),
(1858-02-01,-5.3260000000000005,1.136,Asia),
(1858-03-01,0.2940000000000001,1.202,Asia),
(1858-04-01,8.529,1.205,Asia),
(1858-05-01,14.584000000000001,0.976,Asia),
(1858-06-01,18.781,0.991,Asia),
(1858-07-01,20.901,1.071,Asia),
(1858-08-01,19.083,0.904,Asia),
(1858-09-01,14.129,0.905,Asia),
(1858-10-01,7.824999999999998,1.015,Asia),
(1858-11-01,0.825,1.003,Asia),
(1858-12-01,-6.767,1.144,Asia),
(1859-01-01,-7.501,1.274,Asia),
(1859-02-01,-4.9510000000000005,1.356,Asia),
(1859-03-01,1.054,1.032,Asia),
(1859-04-01,9.056000000000001,1.029,Asia),
(1859-05-01,14.65,0.879,Asia),
(1859-06-01,19.154,0.865,Asia),
(1859-07-01,20.675,0.8240000000000001,Asia),
(1859-08-01,19.175,0.779,Asia),
(1859-09-01,14.328,0.8140000000000001,Asia),
(1859-10-01,7.8519999999999985,0.933,Asia),
(1859-11-01,0.624,1.454,Asia),
(1859-12-01,-5.246,1.128,Asia),
(1860-01-01,-8.894,1.379,Asia),
(1860-02-01,-5.738,1.3159999999999998,Asia),
(1860-03-01,-2.337,1.501,Asia),
